0,-2.8282954816666344,1,-0.3326563695804374,2,-2.8707111759233537
1,-0.24314785578946285,1,-2.807484436478989,2,-1.2793516329149488
2,0.020221369059100436,1,-0.13979954330519018,2,-2.738087649246591
3,-2.185074534940835,1,-0.12633726990573724,2,2.227074067093473
4,1.352605830898975,1,-2.611700312423509,2,-1.2327675462065073
5,2.144482707740491,1,-2.60784969738003,2,-0.14735606180971095
6,0.29717750065754167,1,1.4603426926373126,2,1.8663275377395623
7,2.794453790903626,1,-0.9154662893636258,2,2.5977045308668965
8,1.3974682270615055,1,-2.324480430004776,2,-2.9276620083892047
9,2.7065383826846228,1,-1.1360034766311737,2,-0.3752213713846597
10,0.09663440589141326,1,-2.37238405718147,2,1.2589237627315386
11,-1.8443600232653437,1,-0.8821222090011078,2,0.8111780147474197
12,2.1246713745322596,1,-2.7881295336788026,2,-1.7465873741911282
13,-0.16625010415580643,1,2.7744559365102512,2,-2.2723344246874757
14,-2.2013468919519483,1,1.8015911464430365,2,-1.2989891962607123
15,-0.5485808788233997,1,2.7434163491167274,2,-1.0491304204130811
16,-1.4953202551321978,1,-0.6716674460117797,2,-0.7493423104487347
17,-0.8367451386499725,1,0.44815642200296235,2,-2.28632925223505
18,1.6873606404710042,1,-0.7495070027219914,2,-0.4055179524314765
19,-0.12767339986286697,1,0.7077789614285903,2,-3.1022906783114195
20,-2.4472853096034006,1,1.6398290851019066,2,-3.112208244908512
21,0.4804548770257755,1,-2.8204796128158844,2,0.08335028486613316
22,2.220449003269988,1,2.887732182442777,2,-0.33587164722582763
23,-0.5563498426893028,1,2.449691677577393,2,-2.4374398173006524
24,-2.3483531990794293,1,2.2700620502816413,2,1.48233161334608
25,0.43862307089493324,1,2.7420736130980705,2,0.5829014046152623
26,-0.6323077421127219,1,-0.17437188588750185,2,0.38783975305122453
27,-2.333540146211379,1,-1.1832696083969974,2,-3.0213548394408694
28,1.758029227579148,1,-2.413780311298617,2,1.059276121523725
29,0.12618380959755848,1,2.7064987619541077,2,-2.179951476264527
30,-1.8299087003913488,1,-2.232825329646458,2,-1.2762687112510473
31,0.05559795585563654,1,1.0489219643301668,2,-1.1848546588433482
32,1.5338188768441432,1,-2.6644095275098394,2,2.7910957565913366
33,-3.08613958726578,1,1.933958751084611,2,-2.4778326278585086
34,-2.066409951567037,1,-1.3385087667766005,2,-0.4624301841814251
35,0.6168509578737456,1,-0.2895343934090828,2,-0.4457281487942737
36,0.4692896877064969,1,-0.16583279384089034,2,-0.9701682618330882
37,-2.0325953656967832,1,-1.6751411209425615,2,-0.6062580284756707
38,1.261088089961003,1,-0.7719714993572198,2,-2.377138309182719
39,2.194440468389007,1,2.500852614338581,2,0.22341316690689705
40,2.1971584868106877,1,2.7776085178261622,2,2.632967152413637
41,2.0386333828801515,1,-0.6606736139685325,2,0.5862147041272108
42,1.7404837539360525,1,-2.9779709305807,2,0.37595587744713477
43,-2.0611884873970867,1,-1.3938195184911029,2,2.327341668379015
44,1.0551876699919944,1,1.041141793073086,2,-2.2278624667004
45,-0.5512296454319436,1,1.3479108291353654,2,-1.2126791896200317
46,-1.8608356568913367,1,-1.0232462076741915,2,1.0459218096212508
47,-1.3544497808456735,1,0.7770763543744459,2,0.2940202035841635
48,-2.855397246678626,1,-2.874064012074008,2,2.206070965718961
49,-2.4951624044804,1,0.7542114404123517,2,0.1664161531667543
50,2.283114380444795,1,0.9402806198975391,2,2.6690796039413227
51,2.269069743376887,1,-1.7935609544733395,2,-1.7922603629071605
52,-1.6630068725409102,1,-2.086285905581171,2,-1.2141795009996277
53,0.9077238044611233,1,-0.7101151451924643,2,-0.4895173446712029
54,-0.35611807737037626,1,-0.08418545039583059,2,-0.7032424121697871
55,0.4749632027451298,1,-0.6349800161031469,2,-2.7057567766938773
56,2.0062722186412216,1,-2.1225587918525655,2,-2.2634009720474872
57,-2.1365903564179383,1,2.1873660550482574,2,1.5997820370533065
58,3.0968117826748047,1,0.03306652028594925,2,2.2206441451308843
59,-2.63980256352223,1,0.6853240267713199,2,1.8029405133846579
60,-1.720511256609953,1,-2.0471213856766903,2,1.4814346469525042
61,2.1328376483050446,1,-2.4076547896706644,2,-2.3469581948054508
62,-0.729458455308917,1,1.677462991412634,2,0.4625347662891075
63,3.0571040263173987,1,2.8133911867432086,2,-1.55964904226916
64,2.800117763887716,1,-2.0985257046672383,2,-2.0797990787134464
65,-1.1285342163884784,1,1.685178004311764,2,1.8003922137173385
66,-1.597642875387982,1,-0.13513278519931227,2,-0.9885047141636067
67,-0.9539972478863206,1,-0.39767494615622123,2,-2.346119655969557
68,-2.7372431243262847,1,-1.6559861854306024,2,1.8638788921330693
69,2.434471616329052,1,-0.3262302733405069,2,2.2487256423276447
70,-3.122449881140628,1,-1.4611935926683717,2,-0.9266409803649043
71,-1.3765008450806457,1,-1.6641240109218054,2,-2.264437508614359
72,-1.5280519722170316,1,-2.7715016218041493,2,0.7064921810624263
73,1.2369265861053984,1,-2.9241738011438345,2,-2.729877936508621
74,2.3270344606691262,1,-2.601171317797247,2,0.41651338985951103
75,0.11284862225620662,1,0.7965475527719255,2,-0.5213054428069763
76,0.9765250373740528,1,1.3743125896416437,2,1.3374968798920515
77,0.21195028826874385,1,2.341019247789685,2,2.7009871507742327
78,1.8598307789753203,1,-2.997120679645969,2,-0.9306219300457004
79,-1.5620947026580911,1,0.40412057477451846,2,2.9243732036837002
80,-2.203406247653051,1,-1.3296772438244993,2,2.5467414185410107
81,-0.534160098149258,1,2.2104294433007032,2,1.3637488844849885
82,1.6825417632870545,1,-0.525218264811266,2,1.6779184422229685
83,-0.8399282552625138,1,-0.1161224976468831,2,-1.3588628163020595
84,-2.0042254378193918,1,-1.4480073219786027,2,-0.32168416239544984
85,-0.8589698768582212,1,-0.5744548292079688,2,-3.014732643916604
86,-0.30851016869842596,1,0.14277511365587703,2,-1.3416293033659614
87,-1.9584108616569071,1,0.3042545227343334,2,-1.862907715214135
88,-3.03632169133793,1,2.0048150458501155,2,1.506190303409081
89,0.33636406829796517,1,-2.202099795122244,2,0.7840703449248001
90,-1.3783954814659016,1,0.522999931105185,2,-2.134259139336498
91,-0.45512526979556345,1,-0.6656054269399103,2,2.095678697588875
92,-1.9954222142280353,1,-0.6094660162136347,2,-2.8464074133422237
93,0.04787761473158003,1,-1.5388301215035844,2,0.11488457012357722
94,-2.000761202993191,1,0.03383692786813208,2,1.2160485799259444
95,1.8904716547969969,1,2.8821023200699356,2,1.175926613223579
96,1.280374044027515,1,-0.2400215991976813,2,-3.117110264679819
97,1.4202713370362154,1,-2.8486316304426462,2,3.035282395899354
98,-1.9140961443806042,1,0.8003904615378885,2,-1.2285776311522623
99,1.2505520170419357,1,1.3647087193241196,2,0.7288971719281041
100,-1.4177223753965258,1,1.5552427364972754,2,2.681560592014705
101,-1.1183213662256057,1,-0.198108449073644,2,-3.1353281292853006
102,-0.3707994516787321,1,1.6064183627079398,2,-1.616155952611198
103,-2.940921143024166,1,0.39251539067365293,2,2.393538985957896
104,1.6268937693288352,1,1.3219920567745769,2,1.182353702793459
105,2.679553965345196,1,-2.305603298171731,2,-2.9594963127426674
106,0.6327686148107454,1,-1.6414423525362862,2,-2.403381962593213
107,-1.0572858879918474,1,0.8118254659149549,2,2.9306800334648626
108,1.1692303140771632,1,-0.5806948805993448,2,0.6296822658317525
109,1.4906935371923886,1,-1.38040476380938,2,-1.6066659622993893
110,-1.1450026488993426,1,2.0806627519889425,2,-0.5201330137140254
111,-2.43518986542239,1,-0.8036846698594999,2,1.9753692850091564
112,1.8193265971170955,1,-3.1316282447273367,2,2.301635635837508
113,0.9167713212070208,1,-0.9217445935101725,2,-1.6046380506232176
114,-2.972504849122191,1,-1.0347067456994639,2,0.6937824379866107
115,-2.6850558093790395,1,-0.22479870999986584,2,0.1766432690566364
116,-2.327344126384242,1,-1.960151824728142,2,-2.802783450217796
117,-0.49744815197199754,1,-1.1501920957957452,2,-1.7201250424443622
118,-1.6566731073779124,1,0.40414586569424715,2,1.7009590850400613
119,-0.762998407490294,1,1.0400802367877873,2,-1.21656584705782
120,-2.7045515561330116,1,-1.7729283090525771,2,-0.6885134006921607
121,2.2206448320129155,1,2.9275545386774002,2,0.08981887981040027
122,-3.1247107753376744,1,2.6146203771310654,2,1.6627281631313036
123,-0.8324949220164966,1,3.04326929466834,2,-0.4035630857423147
124,1.3666878379288585,1,-1.0589422323257236,2,-2.2349417689425644
125,-1.674916976466128,1,1.8017745704146382,2,0.9373333396854333
126,-1.2131953793850778,1,2.670766413928333,2,-3.139863522697842
127,-1.1543174719853593,1,1.2438013837443487,2,0.5767303544689759
128,2.470312979934042,1,-2.70947143260694,2,-1.8086192010258306
129,-2.6620410956195126,1,1.3565653538017228,2,0.3548032113107955
130,2.249495870324065,1,-0.8422070256890208,2,-2.8814144851506
131,-3.004971292191647,1,2.51680145349426,2,-1.2411574173028765
132,-0.7995374642950432,1,1.1452176079477345,2,1.3982727468685558
133,2.3076644549252414,1,0.9133820160400372,2,-3.083935692335123
134,1.893688337647502,1,-2.0069357381826087,2,-2.934389507742962
135,-1.510316539425908,1,2.6903091473527097,2,-2.6046650227619446
136,0.8601439263396751,1,-0.9274200098918799,2,0.06014705841412038
137,2.4548190383488144,1,-0.3608846957631746,2,1.6032964046018146
138,2.6067910436041473,1,-2.480672869209262,2,-2.2516497349145363
139,1.609977911298504,1,-1.7070633980976109,2,0.2180257129861083
140,-1.8766806897762418,1,-3.1338253873797206,2,-2.0448051221597394
141,-0.08834915267199994,1,-1.2372926864756624,2,-0.5811535144014379
142,-2.0145844022064834,1,1.1635662875792372,2,-2.8440256255563243
143,-0.7203480558733157,1,-2.306215145534538,2,-1.5398274368285365
144,-3.0552543990903,1,2.1971757282311772,2,0.3107015563259874
145,-1.5466954789137966,1,0.9124603868093244,2,-2.2859149382514268
146,-0.1010889633225962,1,-0.8458922127490212,2,1.6105187642298153
147,0.8597351018157937,1,-0.15090970100458678,2,-2.7304684818683316
148,2.0889812616522976,1,-1.2605227870734725,2,-1.992181702911736
149,-1.2035898372952036,1,-0.5424183041031094,2,1.4493768223623924
150,0.7114524268608986,1,3.0077567974522683,2,-1.641139144505257
151,1.3121698946770728,1,2.336242818037266,2,-1.3277649244106862
152,1.6512975219022863,1,1.8101729281561765,2,-2.477899175830415
153,2.660975381320493,1,2.2642928146921664,2,-2.5754024175929375
